taxcode,activestatus
3603983813,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318681833,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102047545,NNT đang hoạt động (đã được cấp GCN ĐKT)
1402194406,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703268278,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601261856,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318358968,NNT đang hoạt động (đã được cấp GCN ĐKT)
0402222517,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803134170,NNT đang hoạt động (đã được cấp GCN ĐKT)
6101296467,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700880695,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603958729,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102071643,NNT đang hoạt động (đã được cấp GCN ĐKT)
6400455595,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603957725,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703213092,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102077236,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700885051,NNT đang hoạt động (đã được cấp GCN ĐKT)
5300820524,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102073104,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703268126,NNT đang hoạt động (đã được cấp GCN ĐKT)
4202008087,NNT đang hoạt động (đã được cấp GCN ĐKT)
0106225853-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318303711-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102072333,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601261239,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318772907,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318773971,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318770522,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318772047,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102078254,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318777239,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703271979,NNT đang hoạt động (đã được cấp GCN ĐKT)
4500669741,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703265904,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601102585,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603981735,NNT đang hoạt động (đã được cấp GCN ĐKT)
4700294112,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318762384,NNT đang hoạt động (đã được cấp GCN ĐKT)
4101647425,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803140826,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703266400,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318763451,NNT đang hoạt động (đã được cấp GCN ĐKT)
3801298954,NNT đang hoạt động (đã được cấp GCN ĐKT)
3101133932,NNT đang hoạt động (đã được cấp GCN ĐKT)
1402200949,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102074595,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318296398,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102073094,NNT đang hoạt động (đã được cấp GCN ĐKT)
3901345559,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703249109,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102057046,NNT đang hoạt động (đã được cấp GCN ĐKT)
0102274553-003,NNT đang hoạt động (đã được cấp GCN ĐKT)
3502516435,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318756535,NNT đang hoạt động (đã được cấp GCN ĐKT)
2301286405,NNT đang hoạt động (đã được cấp GCN ĐKT)
1402183764-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601104575,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603984260,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601264141,NNT đang hoạt động (đã được cấp GCN ĐKT)
4900905898,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318237321,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318306166,NNT đang hoạt động (đã được cấp GCN ĐKT)
5801513330,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601110032,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601110473,NNT đang hoạt động (đã được cấp GCN ĐKT)
0201610728-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002277210,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603947741,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318749471,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902188850,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318741899,NNT đang hoạt động (đã được cấp GCN ĐKT)
5901214052,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201687169,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102055560,NNT đang hoạt động (đã được cấp GCN ĐKT)
2100688337,NNT đang hoạt động (đã được cấp GCN ĐKT)
5100498370,NNT đang hoạt động (đã được cấp GCN ĐKT)
3301729190,NNT đang hoạt động (đã được cấp GCN ĐKT)
1702303134,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318677643,NNT đang hoạt động (đã được cấp GCN ĐKT)
5500658847,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201690563,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902200515,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700969636,NNT đang hoạt động (đã được cấp GCN ĐKT)
5801525657,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601111519,NNT đang hoạt động (đã được cấp GCN ĐKT)
6400456630,NNT đang hoạt động (đã được cấp GCN ĐKT)
1301134094,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603948939,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703269867,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601274679,NNT đang hoạt động (đã được cấp GCN ĐKT)
4202013094,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703271584,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603994967,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603995015,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318778560,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318755274,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318701688,NNT đang hoạt động (đã được cấp GCN ĐKT)
5702171284,NNT đang hoạt động (đã được cấp GCN ĐKT)
5801526192,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703266062,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601112537,NNT đang hoạt động (đã được cấp GCN ĐKT)
6200122944,NNT đang hoạt động (đã được cấp GCN ĐKT)
3401258354,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318292812,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902206059,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318272196,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703267757,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002281425,NNT đang hoạt động (đã được cấp GCN ĐKT)
4202012492,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603993402,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318764550,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318764920,NNT đang hoạt động (đã được cấp GCN ĐKT)
4900907246,NNT đang hoạt động (đã được cấp GCN ĐKT)
5000900296,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601265508,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603715074-002,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102053933,NNT đang hoạt động (đã được cấp GCN ĐKT)
1702301708,NNT đang hoạt động (đã được cấp GCN ĐKT)
1501145953,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703253112,NNT đang hoạt động (đã được cấp GCN ĐKT)
4900902992,NNT đang hoạt động (đã được cấp GCN ĐKT)
4500668787,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318373204,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318427139,NNT đang hoạt động (đã được cấp GCN ĐKT)
4900909807,NNT đang hoạt động (đã được cấp GCN ĐKT)
4401109202,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703207941,NNT đang hoạt động (đã được cấp GCN ĐKT)
5300827329,NNT đang hoạt động (đã được cấp GCN ĐKT)
0317654851-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603973815,NNT đang hoạt động (đã được cấp GCN ĐKT)
5200945110,NNT đang hoạt động (đã được cấp GCN ĐKT)
5801513605,NNT đang hoạt động (đã được cấp GCN ĐKT)
4900906299,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803134036,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318752403,NNT đang hoạt động (đã được cấp GCN ĐKT)
6400459293,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102073062,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603982626,NNT đang hoạt động (đã được cấp GCN ĐKT)
1801774078,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318720539,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318731604,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601104550,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318293365,NNT đang hoạt động (đã được cấp GCN ĐKT)
3101129982,NNT đang hoạt động (đã được cấp GCN ĐKT)
0110500118-009,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318758476,NNT đang hoạt động (đã được cấp GCN ĐKT)
3101128386,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102049655,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902186229,NNT đang hoạt động (đã được cấp GCN ĐKT)
5801522141,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803130659,NNT đang hoạt động (đã được cấp GCN ĐKT)
3101133114,NNT đang hoạt động (đã được cấp GCN ĐKT)
4401114033,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318416345,NNT đang hoạt động (đã được cấp GCN ĐKT)
4900902872,NNT đang hoạt động (đã được cấp GCN ĐKT)
1402200970,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002274682,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318742821,NNT đang hoạt động (đã được cấp GCN ĐKT)
2301300226,NNT đang hoạt động (đã được cấp GCN ĐKT)
6001770789,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102053972,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002283006,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703268775,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318771389,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318774157,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102077853,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318771540,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318771029,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318776002,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318775383,NNT đang hoạt động (đã được cấp GCN ĐKT)
5600347108,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902205577,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002282757,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902205619,NNT đang hoạt động (đã được cấp GCN ĐKT)
6001780593,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703266432,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703265372,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703265502,NNT đang hoạt động (đã được cấp GCN ĐKT)
4201999188,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318757881,NNT đang hoạt động (đã được cấp GCN ĐKT)
5600345774,NNT đang hoạt động (đã được cấp GCN ĐKT)
5400549594,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603951593,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318388659,NNT đang hoạt động (đã được cấp GCN ĐKT)
1501147252,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700970381,NNT đang hoạt động (đã được cấp GCN ĐKT)
6400455517,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803137238,NNT đang hoạt động (đã được cấp GCN ĐKT)
0303815523-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
5300822715,NNT đang hoạt động (đã được cấp GCN ĐKT)
5901208281,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102054408,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002280735,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603956496,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002275534,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318724029,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703259322,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700960714,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318693645,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102077211,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601102592,NNT đang hoạt động (đã được cấp GCN ĐKT)
3101130360,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102051358,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803139482,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002282404,NNT đang hoạt động (đã được cấp GCN ĐKT)
5500653912,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603298053-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902203033,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318717173,NNT đang hoạt động (đã được cấp GCN ĐKT)
4900915783,NNT đang hoạt động (đã được cấp GCN ĐKT)
2301286557,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902184729,NNT đang hoạt động (đã được cấp GCN ĐKT)
1301130854,NNT đang hoạt động (đã được cấp GCN ĐKT)
0303286598-002,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603715074-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318743776,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102073471,NNT đang hoạt động (đã được cấp GCN ĐKT)
6000694599-002,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703203746,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803116012,NNT đang hoạt động (đã được cấp GCN ĐKT)
1501146562,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102070199,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318732887,NNT đang hoạt động (đã được cấp GCN ĐKT)
0313706844-004,NNT đang hoạt động (đã được cấp GCN ĐKT)
